transaction_id,agency,amount,created_at
TXN000460,NC_DMV,348.8,2026-08-14 04:09:00
TXN000461,KS_DMV,157.73,2026-08-23 15:16:00
TXN000462,KS_PARKS,339.95,2026-08-06 21:06:00
TXN000463,KS_PARKS,180.39,2026-08-23 18:25:00
TXN000464,NC_DMV,258.04,2026-08-04 06:43:00
TXN000465,KS_DMV,187.73,2026-08-20 20:28:00
TXN000466,KS_DMV,23.15,2026-08-15 05:56:00
TXN000467,PROPERTY_TAX,265.46,2026-08-19 09:44:00
TXN000468,COURT_FINES,323.63,2026-08-14 04:13:00
TXN000469,KS_DMV,65.1,2026-08-15 18:44:00
TXN000470,PROPERTY_TAX,89.76,2026-08-21 22:32:00
TXN000471,NC_DMV,376.93,2026-08-05 00:15:00
TXN000472,KS_DMV,204.97,2026-08-12 01:45:00
TXN000473,COURT_FINES,204.52,2026-08-24 20:18:00
TXN000474,NC_DMV,49.21,2026-08-16 10:50:00
TXN000475,KS_PARKS,111.38,2026-08-04 11:25:00
TXN000476,KS_DMV,237.06,2026-08-25 03:33:00
TXN000477,NC_DMV,236.83,2026-08-16 23:29:00
TXN000478,KS_PARKS,331.41,2026-08-11 18:04:00
TXN000479,NC_DMV,59.72,2026-08-09 23:28:00
TXN000480,KS_PARKS,90.47,2026-08-30 19:59:00
TXN000481,COURT_FINES,47.78,2026-08-22 02:45:00
TXN000482,PROPERTY_TAX,343.18,2026-08-21 10:19:00
TXN000483,PROPERTY_TAX,311.29,2026-08-30 06:19:00
TXN000484,PROPERTY_TAX,291.35,2026-08-15 17:01:00
TXN000485,NC_DMV,390.95,2026-08-07 20:53:00
TXN000486,COURT_FINES,206.3,2026-08-21 03:00:00
TXN000487,NC_DMV,289.65,2026-08-27 21:59:00
TXN000488,PROPERTY_TAX,39.43,2026-08-04 09:02:00
TXN000489,COURT_FINES,150.03,2026-08-02 17:04:00
TXN000490,NC_DMV,39.75,2026-08-04 11:48:00
TXN000491,KS_DMV,295.43,2026-08-28 23:45:00
TXN000492,COURT_FINES,273.42,2026-08-22 01:24:00
TXN000493,KS_DMV,267.44,2026-08-21 11:13:00
TXN000494,PROPERTY_TAX,410.44,2026-08-30 15:58:00
TXN000495,PROPERTY_TAX,96.88,2026-08-22 15:30:00
TXN000496,KS_DMV,233.09,2026-08-21 12:05:00
TXN000497,NC_DMV,60.02,2026-08-04 20:06:00
TXN000498,KS_PARKS,234.48,2026-08-02 18:45:00
TXN000499,COURT_FINES,122.77,2026-08-20 23:57:00
TXN000500,PROPERTY_TAX,242.97,2026-08-08 05:23:00
